,train_img_path,train_anno_path
87,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_15_mask.tif
88,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_16_mask.tif
89,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_17_mask.tif
90,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_18_mask.tif
91,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_19_mask.tif
92,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_20_mask.tif
93,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_21_mask.tif
94,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_22_mask.tif
95,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_23_mask.tif
96,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_10.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_10_mask.tif
97,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_11.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_11_mask.tif
98,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_12.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_12_mask.tif
99,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_13_mask.tif
100,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_14_mask.tif
101,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_15_mask.tif
102,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_16_mask.tif
103,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_17_mask.tif
104,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_15_mask.tif
105,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_16_mask.tif
106,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_17_mask.tif
107,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_18_mask.tif
108,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_19_mask.tif
109,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_20_mask.tif
110,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_21_mask.tif
111,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_10.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_10_mask.tif
112,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_11.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_11_mask.tif
113,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_12.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_12_mask.tif
114,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_13_mask.tif
115,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_14_mask.tif
116,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_15_mask.tif
117,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_16_mask.tif
118,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_17_mask.tif
119,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_18_mask.tif
120,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_19_mask.tif
121,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_19_mask.tif
122,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_20_mask.tif
123,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_21_mask.tif
124,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_22_mask.tif
125,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_23_mask.tif
126,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_24_mask.tif
127,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_25_mask.tif
128,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_26_mask.tif
129,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_27_mask.tif
130,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_28_mask.tif
131,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_29_mask.tif
132,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_30_mask.tif
133,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_31_mask.tif
134,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_12.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_12_mask.tif
135,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_13_mask.tif
136,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_14_mask.tif
137,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_15_mask.tif
138,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_16_mask.tif
139,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_17_mask.tif
140,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_18_mask.tif
141,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_19_mask.tif
142,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_20_mask.tif
143,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_21_mask.tif
144,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_22_mask.tif
145,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_23_mask.tif
146,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_24_mask.tif
147,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_12.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_12_mask.tif
148,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_13_mask.tif
149,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_14_mask.tif
150,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_15_mask.tif
151,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_16_mask.tif
152,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_17_mask.tif
153,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_18_mask.tif
154,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_19_mask.tif
155,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_25_mask.tif
156,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_26_mask.tif
157,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_27_mask.tif
158,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_28_mask.tif
159,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_29_mask.tif
160,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_30_mask.tif
161,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_31_mask.tif
162,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_22_mask.tif
163,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_23_mask.tif
164,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_24_mask.tif
165,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_25_mask.tif
166,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_26_mask.tif
167,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_27_mask.tif
168,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_28_mask.tif
169,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_29_mask.tif
170,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_30_mask.tif
171,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_31_mask.tif
172,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5855_19951217/TCGA_DU_5855_19951217_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5855_19951217/TCGA_DU_5855_19951217_13_mask.tif
173,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5855_19951217/TCGA_DU_5855_19951217_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5855_19951217/TCGA_DU_5855_19951217_14_mask.tif
